id,vendor_id,pickup_date,pickup_time,dropoff_date,dropoff_time,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3345089,1,1/3/2016,13:36,1/3/2016,13:43,1,-73.97396088,40.76443481,-73.98606873,40.75609207,N,0:07:33
id0158512,1,1/4/2016,15:34,1/4/2016,15:55,1,-73.98478699,40.75922012,-73.99694061,40.72530365,N,0:20:45
id3774888,1,1/7/2016,17:04,1/7/2016,17:07,1,-73.97479248,40.79088593,-73.97975922,40.78608704,N,0:02:46
id2107143,2,1/4/2016,18:27,1/4/2016,18:36,1,-73.99568939,40.73281097,-73.98538208,40.75278854,N,0:08:21
id0536390,1,1/2/2016,2:08,1/2/2016,2:26,1,-73.98732758,40.74775314,-73.94668579,40.72514343,N,0:18:37
id2372115,2,1/4/2016,13:39,1/4/2016,14:02,1,-73.99478149,40.76057816,-73.98732758,40.7685318,N,0:22:47
id0531825,2,1/3/2016,10:54,1/3/2016,10:57,1,-73.96240234,40.76731873,-73.96649933,40.77040863,N,0:02:41
id0206452,2,1/4/2016,10:09,1/4/2016,10:22,1,-73.99988556,40.73311615,-73.98596191,40.74719620000001,N,0:12:35
id3375842,2,1/2/2016,20:40,1/2/2016,20:59,6,-73.99246216,40.72465897,-73.95381165,40.69486618,N,0:18:49
id3823585,1,1/5/2016,15:53,1/5/2016,15:53,1,-73.99037933,40.7316246,-73.99037170000003,40.73175429999999,N,0:00:05
id3574240,2,1/5/2016,16:43,1/5/2016,17:19,6,-73.78186798,40.64484787,-73.90214539,40.77355957,N,0:36:12
id1451027,1,1/7/2016,17:21,1/7/2016,17:25,1,-73.97803497,40.78628159,-73.97080231,40.79595566,N,0:03:35
id0989688,1,1/4/2016,6:23,1/4/2016,6:30,1,-73.99084473,40.75110626,-73.97483063,40.7419014,N,0:07:08
id1127220,2,1/5/2016,23:14,1/5/2016,23:35,5,-73.98105621,40.76420975,-73.92787933,40.76636124,N,0:20:52
id0680349,1,1/6/2016,14:23,1/6/2016,14:48,1,-73.99465179,40.75064468,-73.93704987,40.83243179,N,0:24:42
id3882057,1,1/2/2016,2:25,1/2/2016,2:29,3,-73.99732208,40.74163437,-74.0031662,40.73302460000001,N,0:03:43
id2959006,2,1/2/2016,14:20,1/3/2016,14:15,1,-73.99139404,40.74624634,-73.98400116,40.77552414,N,23:55:14
id0586161,2,1/2/2016,6:51,1/2/2016,6:58,1,-73.97487640000001,40.7616539,-74.00198364,40.72818756,N,0:07:25
id3648541,1,1/4/2016,17:33,1/4/2016,17:45,1,-73.99947357,40.72032547,-74.00785065,40.73556137,N,0:12:19
id0917532,2,1/4/2016,18:18,1/4/2016,18:59,1,-73.98002625,40.74599838,-73.84547424,40.8952446,N,0:40:09
id1781163,2,1/2/2016,13:45,1/2/2016,13:58,2,-73.99351501,40.75120163,-73.97193146,40.76225281,N,0:13:11
id3372263,1,1/4/2016,9:26,1/4/2016,9:40,1,-73.96697235,40.79376984,-73.98239136,40.76713943,N,0:13:37
id2249003,2,1/1/2016,20:12,1/1/2016,20:12,5,-73.99102783,40.75046158,-73.99449158,40.75180054,N,0:00:39
id0983679,1,1/5/2016,17:46,1/5/2016,17:55,3,-73.99039459,40.75794983,-73.98622894,40.75726318,N,0:09:01
id2761437,2,1/3/2016,19:38,1/3/2016,19:50,2,-73.98455048,40.76182556,-73.99221802,40.7491684,N,0:12:03
id0819346,2,1/4/2016,17:28,1/4/2016,17:35,1,-73.96537018,40.77194977,-73.94561005,40.77542114,N,0:07:08
id1984168,1,1/6/2016,6:54,1/6/2016,7:09,1,-73.98931122,40.68875504,-73.97611237,40.75138092,N,0:14:11
id3494233,1,1/2/2016,20:51,1/2/2016,21:19,1,-73.99414825,40.75131989,-73.95889282,40.71882248,N,0:27:55
id2860315,2,1/1/2016,0:23,1/1/2016,0:37,1,-73.99914551,40.73429871,-73.99285126,40.75292587,N,0:13:45
id3026470,1,1/7/2016,12:10,1/7/2016,12:17,1,-73.98892975,40.7531662,-74.00474548,40.74077225,N,0:06:40
id1312778,1,1/2/2016,15:48,1/2/2016,16:05,1,-73.998703,40.71701813,-73.99117279,40.75543213,N,0:16:39
id0960821,1,1/6/2016,8:15,1/6/2016,8:24,1,-73.96114349,40.76884842,-73.94716644,40.7717247,N,0:09:27
id3351398,1,1/4/2016,20:01,1/4/2016,20:12,1,-73.97274017,40.76200867,-73.99288177,40.7569313,N,0:11:09
id2529301,2,1/3/2016,18:40,1/3/2016,18:45,1,-73.99450684,40.7506218,-73.98516083,40.75136185,N,0:05:24
id0280013,2,1/2/2016,20:14,1/2/2016,20:38,1,-73.99080658,40.73735809,-73.97811127,40.77310181,N,0:23:32
id1357399,1,1/5/2016,10:16,1/5/2016,10:26,1,-74.01006317,40.70576477,-74.00769806,40.7139473,N,0:10:43
id1077053,1,1/6/2016,1:15,1/6/2016,1:20,1,-73.95329285,40.8026619,-73.95835876,40.81329346,N,0:04:22
id1457328,1,1/7/2016,19:22,1/7/2016,19:36,1,-73.98267365,40.75080872,-73.96096802,40.76430511,N,0:14:15
id1879568,2,1/2/2016,13:53,1/2/2016,14:10,1,-73.97763062,40.7575531,-74.00466919,40.7133522,N,0:16:32
id0966056,1,1/6/2016,21:07,1/6/2016,21:15,1,-73.98673248,40.76678467,-74.00564575,40.73791885,N,0:07:53
id2426850,1,1/2/2016,17:27,1/2/2016,17:32,1,-74.00125122,40.72151947,-73.99289703,40.72805786,N,0:05:50
id1270518,2,1/5/2016,17:58,1/5/2016,18:09,2,-73.98242950000002,40.76404953,-73.97428131,40.75315094,N,0:10:47
id3510911,2,1/6/2016,19:09,1/6/2016,19:16,4,-73.96833801,40.76313019,-73.95841217,40.77558136,N,0:06:05
id3359621,2,1/6/2016,18:14,1/6/2016,18:21,2,-73.98945618,40.72315598,-73.99739838,40.71353531,N,0:06:53
id3805971,2,1/1/2016,3:26,1/2/2016,3:23,5,-73.98371124,40.67617416,-73.96614838,40.69017792,N,23:56:49
id1265301,1,1/7/2016,15:10,1/7/2016,15:29,1,-74.00534821,40.7285347,-73.97962189,40.78166962,N,0:18:42
id1013128,1,1/1/2016,21:45,1/1/2016,22:00,2,-73.98486328,40.7370224,-73.98149872,40.76303482,N,0:15:46
id3163979,1,1/4/2016,12:25,1/4/2016,12:30,1,-73.97940826,40.74993896,-73.98777008,40.7383461,N,0:04:57
id2973685,2,1/6/2016,23:44,1/6/2016,23:52,5,-73.87313843,40.77402496,-73.91225433,40.77467728,N,0:07:46
id0976124,1,1/6/2016,8:47,1/6/2016,9:10,1,-73.96724701,40.79043579,-73.96244812,40.77064514,N,0:22:49
id2765427,1,1/6/2016,16:40,1/6/2016,17:24,1,-73.96645355,40.7698555,-73.98783875,40.7375412,N,0:44:03
id0033767,2,1/4/2016,20:51,1/4/2016,21:00,2,-73.97502136,40.74586105,-73.98834229,40.72007751,N,0:09:16
id3746265,1,1/1/2016,22:48,1/1/2016,23:01,1,-73.98952484,40.72608948,-74.00289154,40.73391724,N,0:13:53
id1272114,2,1/1/2016,14:57,1/1/2016,15:18,1,-73.97689819,40.75401306,-74.01464081,40.716854100000006,N,0:21:08
id3598484,2,1/5/2016,17:28,1/5/2016,17:35,2,-73.90302277,40.74053955,-73.89566040000003,40.72996902,N,0:07:45
id3012055,1,1/6/2016,22:39,1/6/2016,22:57,1,-73.95449829,40.76403046,-73.91355896,40.75615692,N,0:18:19
id2983071,1,1/2/2016,19:22,1/2/2016,19:37,1,-73.99066162,40.75590897,-73.95650482,40.76648331,N,0:15:04
id2354852,1,1/2/2016,9:06,1/2/2016,9:11,1,-73.98928833,40.75876236,-73.97850799999998,40.76404953,N,0:04:50
id3374419,1,1/5/2016,17:16,1/5/2016,17:26,1,-73.98117828,40.75917816,-73.98936462,40.76960373,N,0:10:12
id1910673,2,1/4/2016,9:11,1/4/2016,9:13,1,-73.97708893,40.77994156,-73.98000336,40.77709579,N,0:02:12
id2418174,2,1/3/2016,13:50,1/3/2016,13:59,1,-73.99072266,40.7508812,-73.98532104,40.75946045,N,0:08:49
id3026281,2,1/6/2016,22:00,1/6/2016,22:18,2,-73.86349487,40.76870728,-73.98440552,40.74427414,N,0:18:24
id0656886,1,1/1/2016,21:27,1/1/2016,21:52,1,-73.79004669,40.64421463,-73.95576477,40.71844864,N,0:25:19
id1601930,2,1/6/2016,21:42,1/6/2016,21:55,4,-73.98754883,40.76282120000001,-73.9536438,40.77088928,N,0:12:07
id2608718,1,1/6/2016,9:13,1/6/2016,9:35,1,-73.98777771,40.76489258,-74.00181579999997,40.7150383,N,0:22:09
id1040354,2,1/1/2016,12:29,1/1/2016,12:37,1,-74.00417328,40.72538376,-73.9808197,40.75985718,N,0:08:06
id3074149,2,1/6/2016,6:42,1/6/2016,6:51,2,-73.94709778,40.77597046,-73.96955872,40.76295853,N,0:08:45
id1797879,1,1/5/2016,17:59,1/5/2016,18:32,1,-73.87239075,40.7742424,-73.92160034,40.86640167,N,0:33:07
id2057766,1,1/5/2016,16:02,1/5/2016,16:08,1,-73.96998596,40.75976563,-73.96253967,40.75528717,N,0:05:27
id1499245,2,1/4/2016,12:59,1/4/2016,13:07,1,-73.87307739,40.77394485,-73.84387207,40.72240067,N,0:07:51
id0059004,1,1/3/2016,12:05,1/3/2016,12:18,1,-73.9724884,40.75557709,-73.98983765,40.75660324,N,0:13:25
id2602349,2,1/3/2016,17:29,1/3/2016,18:21,2,-74.00545502,40.71176529,-73.78975677,40.64300537,N,0:52:07
id0882793,1,1/6/2016,9:21,1/6/2016,10:09,1,-73.96826935,40.76154327,-73.78430176,40.64335251,N,0:48:10
id1029993,2,1/6/2016,17:19,1/6/2016,18:09,1,-73.77811432,40.64676666,-73.86104584,40.89463806,N,0:50:21
id2154723,2,1/4/2016,2:04,1/4/2016,2:14,2,-73.95629883,40.77822113,-73.99414063,40.75006866,N,0:10:22
id0272350,1,1/7/2016,20:55,1/7/2016,21:23,1,-73.99465942,40.75020981,-73.94051361,40.81404877,N,0:28:51
id0674412,2,1/2/2016,13:11,1/2/2016,13:20,3,-73.9848175,40.75873184,-73.98381805,40.77364349,N,0:09:36
id2308954,2,1/1/2016,22:44,1/1/2016,22:48,2,-73.96927643,40.75529861,-73.9585495,40.76317978,N,0:03:51
id3699206,2,1/7/2016,23:37,1/7/2016,23:38,2,-73.98760223,40.74996185,-73.98738861,40.75045013,N,0:01:02
id3798184,1,1/1/2016,20:11,1/1/2016,20:24,2,-73.98821259,40.75011444,-73.97724152,40.76416779,N,0:12:57
id3397811,1,1/3/2016,11:02,1/3/2016,11:09,3,-73.97966003,40.76191711,-73.99298096,40.74241257,N,0:06:36
id2165719,1,1/4/2016,19:54,1/4/2016,19:57,1,-73.98382568,40.76462936,-73.99149323,40.7703476,N,0:03:06
id3657118,2,1/7/2016,12:43,1/7/2016,13:02,2,-73.96379852,40.76113129,-73.9955368,40.7251358,N,0:18:46
id1340575,2,1/6/2016,8:38,1/6/2016,8:46,1,-73.97013092,40.79954147,-73.95272064,40.80513,N,0:08:31
id0069433,1,1/7/2016,12:07,1/7/2016,12:16,1,-73.98078156,40.7697525,-73.96964264,40.76766586,N,0:09:00
id2115353,1,1/6/2016,7:07,1/6/2016,7:18,1,-73.98671722,40.73391342,-73.97319794,40.75954056,N,0:11:29
id2532605,2,1/7/2016,21:22,1/7/2016,21:28,1,-73.98274994,40.76203156,-73.97850037,40.77742004,N,0:06:34
id0474721,2,1/4/2016,15:06,1/4/2016,15:09,2,-73.9625473,40.77323914,-73.95806122,40.76856995,N,0:02:30
id3173814,1,1/4/2016,14:45,1/4/2016,14:56,2,-73.97530365,40.7772789,-73.97885132,40.76013184,N,0:11:00
id1356142,1,1/3/2016,20:08,1/3/2016,20:13,1,-74.00574493,40.7387619,-74.00843048,40.72562408,N,0:04:55
id2913145,2,1/4/2016,8:42,1/4/2016,8:43,1,-73.96562195,40.75809097,-73.97065735,40.76023865,N,0:01:17
id2432848,1,1/5/2016,15:00,1/5/2016,15:09,1,-73.95332336,40.77821732,-73.95334625,40.78681183,N,0:09:19
id1814664,2,1/5/2016,12:05,1/5/2016,12:32,1,-73.98986053,40.73532104,-73.94738007,40.77959061,N,0:27:11
id2622435,1,1/6/2016,13:16,1/6/2016,13:31,2,-74.00896454,40.71575928,-73.98783875,40.74097824,N,0:14:49
id0689740,1,1/6/2016,13:08,1/6/2016,13:29,1,-73.98325348,40.76277161,-73.95452118,40.77801895,N,0:20:58
id2120681,1,1/2/2016,22:47,1/2/2016,23:25,2,-73.79043579,40.64480591,-73.97602081,40.7638588,N,0:38:52
id3299640,1,1/7/2016,1:15,1/7/2016,1:20,1,-73.9927063,40.74154282,-74.00090027,40.72957611,N,0:05:49
id3146480,1,1/3/2016,8:19,1/3/2016,8:45,3,-73.78977203,40.64657211,-73.98716736,40.75584412,N,0:26:37
id0202371,1,1/5/2016,8:48,1/5/2016,9:05,1,-73.99334717,40.7363739,-74.01237488,40.71537781,N,0:16:18
id2067136,1,1/6/2016,21:00,1/6/2016,21:11,4,-73.98295593,40.76856232,-73.97113037,40.75810242,N,0:10:56
id3073264,1,1/3/2016,20:05,1/3/2016,20:47,1,-73.77680206,40.64537811,-73.99533844,40.74220657,N,0:41:40
id2902837,1,1/5/2016,8:34,1/5/2016,8:38,2,-74.00836182,40.72147369,-74.00228119,40.72928619,N,0:03:59
id3779720,2,1/1/2016,19:15,1/1/2016,19:29,1,-73.9848175,40.7364006,-73.98304749,40.77439117,N,0:14:28
id1199195,1,1/5/2016,8:23,1/5/2016,8:38,1,-73.96032715,40.78166962,-73.97684479,40.7593689,N,0:14:31
id1657896,1,1/2/2016,9:59,1/2/2016,10:08,1,-73.98086548,40.78013229,-73.95664978,40.8058815,N,0:08:53
id3707504,1,1/4/2016,23:17,1/4/2016,23:38,2,-73.98557281,40.73260498,-73.95641327,40.74766541,N,0:20:54
id0433536,1,1/5/2016,23:22,1/5/2016,23:24,1,-73.96453094,40.75600052,-73.96001434,40.76229477,N,0:01:12
id3927842,2,1/5/2016,17:13,1/5/2016,17:16,1,-73.99445343,40.74554825,-73.98847198,40.74037933,N,0:03:08
id2898956,2,1/5/2016,20:42,1/5/2016,20:49,6,-73.96302032,40.77518082,-73.96365356,40.80311966,N,0:07:01
id2101308,2,1/7/2016,9:05,1/7/2016,9:19,1,-73.9765625,40.75216675,-73.99092865,40.75063324,N,0:13:15
id2450497,1,1/6/2016,12:24,1/6/2016,12:27,1,-73.95870209,40.77154541,-73.95273590000002,40.78064346,N,0:02:41
id2473213,2,1/6/2016,14:02,1/6/2016,14:08,3,-73.98132324,40.72896576,-73.98988342,40.73384094,N,0:05:22
id1105540,2,1/1/2016,3:32,1/1/2016,3:33,2,-73.95426941,40.77457809,-73.94980621,40.77244568,N,0:01:26
id1951654,1,1/3/2016,18:17,1/3/2016,18:26,1,-73.98690033,40.7324028,-73.96780396,40.75366211,N,0:08:48
id3293429,1,1/6/2016,9:26,1/6/2016,9:28,1,-73.96654509999998,40.75732803,-73.97037506,40.75225067,N,0:01:14
id1006931,2,1/3/2016,7:12,1/3/2016,7:36,1,-73.98352814,40.76208115,-73.87142944,40.77415085,N,0:23:27
id3539782,2,1/6/2016,20:04,1/6/2016,20:13,1,-73.97784424,40.75138855,-74.00125885,40.73654556,N,0:09:29
id1588411,2,1/2/2016,4:22,1/2/2016,4:30,3,-74.00034332,40.72725677,-73.98112488,40.72088242,N,0:07:45
id1544637,1,1/4/2016,11:42,1/4/2016,11:47,1,-73.99612427,40.76405716,-73.98970795,40.75389099,N,0:04:55
id2563317,1,1/5/2016,15:07,1/5/2016,15:49,1,-73.9916687,40.73875427,-74.17740631,40.69070053,N,0:42:13
id1668016,1,1/7/2016,23:55,1/8/2016,0:05,1,-73.99387359999999,40.72052765,-73.95220947,40.72723389,N,0:10:17
id3513064,2,1/6/2016,12:25,1/6/2016,12:28,1,-74.0080719,40.72314453,-74.00619507,40.73412704,N,0:03:32
id1350428,2,1/3/2016,8:50,1/3/2016,8:54,2,-73.99632263,40.68616867,-73.99082184,40.69269943,N,0:03:48
id0094923,2,1/5/2016,19:09,1/5/2016,19:15,5,-73.98583221,40.76151657,-73.98219299,40.77249527,N,0:06:42
id2787974,2,1/6/2016,19:30,1/6/2016,19:35,1,-73.97725677,40.77957916,-73.98243713,40.77248383,N,0:05:02
id1692700,1,1/6/2016,12:42,1/6/2016,12:48,2,-73.95876312,40.76813889,-73.95204163,40.77333069,N,0:05:08
id0109172,1,1/5/2016,18:49,1/5/2016,18:54,1,-73.97444916,40.76211548,-73.96612549,40.77038956,N,0:05:10
id1777456,2,1/7/2016,1:06,1/7/2016,1:14,1,-73.98352814,40.75954437,-74.02607727,40.75449371,N,0:08:27
id0124381,1,1/2/2016,21:17,1/2/2016,21:22,1,-73.95459747,40.77410889,-73.9668808,40.75717545,N,0:05:14
id3954947,1,1/7/2016,18:44,1/7/2016,18:47,1,-73.97983551,40.76553345,-73.98848724,40.76911926,N,0:03:00
id1318600,2,1/5/2016,19:49,1/5/2016,20:08,5,-73.98468781,40.72465897,-73.93028259,40.69453812,N,0:18:54
id2872423,2,1/3/2016,18:39,1/3/2016,18:53,1,-73.9887619,40.75843048,-73.95275879,40.76980209,N,0:14:05
id3850429,2,1/6/2016,14:25,1/6/2016,15:26,5,-73.98430634,40.75730896,-73.78356171,40.64368820000001,N,1:00:15
id1238615,2,1/4/2016,14:08,1/4/2016,14:10,1,-73.95973969,40.77074051,-73.96388245,40.77370834,N,0:02:46
id2242994,2,1/6/2016,6:47,1/6/2016,6:49,1,-74.00994109999998,40.72086334,-74.01397705,40.71395874,N,0:01:48
id3131979,2,1/1/2016,19:14,1/1/2016,19:21,1,-73.97824859999999,40.7456398,-73.9540329,40.77843094,N,0:07:37
id1707749,2,1/2/2016,17:45,1/2/2016,18:07,1,-73.86347961,40.77009964,-73.99152374,40.75395966,N,0:22:07
id3511989,2,1/6/2016,17:06,1/6/2016,17:24,4,-73.97275543,40.78075027,-73.97683716,40.75905228,N,0:17:41
id0469496,2,1/2/2016,13:16,1/2/2016,13:19,1,-73.97770691,40.74238968,-73.97962189,40.73284912,N,0:03:17
id3801901,2,1/7/2016,20:44,1/7/2016,20:48,5,-73.97837067,40.76657104,-73.96798706,40.77034378,N,0:04:23
id2845771,1,1/4/2016,13:18,1/4/2016,13:32,1,-73.99041748,40.74023819,-73.98231506,40.76445389,N,0:14:46
id1474055,2,1/4/2016,17:34,1/4/2016,17:37,1,-73.96414948,40.77298355,-73.96165466,40.77127075,N,0:02:35
id2559747,2,1/5/2016,13:40,1/5/2016,14:07,1,-73.96342468,40.77513123,-73.98894501,40.73501968,N,0:27:57
id3344664,1,1/4/2016,15:55,1/4/2016,16:05,1,-74.0162735,40.71137619,-73.98696899,40.72253418,N,0:10:30
id2147902,2,1/4/2016,16:49,1/4/2016,17:55,1,-73.78131104,40.64490891,-73.99337006,40.73421097,N,1:05:35
id1677694,2,1/3/2016,18:17,1/3/2016,18:42,1,-73.8729248,40.77408218,-73.9966507,40.74708176,N,0:24:42
id0868186,2,1/1/2016,18:59,1/1/2016,19:21,3,-73.97497559,40.79051971,-73.98178101,40.76068497,N,0:21:58
id0131488,1,1/5/2016,7:16,1/5/2016,7:20,1,-73.98110962,40.74719620000001,-73.98756409,40.73755646,N,0:03:18
id3434372,1,1/7/2016,19:23,1/7/2016,19:32,1,-73.97246552,40.76234818,-73.95355988,40.76721191,N,0:08:19
id3607593,2,1/3/2016,18:27,1/3/2016,18:30,1,-73.97897339,40.74698639,-73.98471832,40.74278641,N,0:02:45
id0364009,2,1/4/2016,16:07,1/4/2016,16:14,4,-73.99417114,40.7443924,-74.00318909,40.74909973,N,0:06:37
id2365699,2,1/2/2016,22:37,1/2/2016,22:40,1,-74.00184631,40.72840118,-73.99484253,40.72320175,N,0:03:00
id1813725,1,1/6/2016,18:06,1/6/2016,18:11,2,-73.92851257,40.81612778,-73.93914032,40.81594467,N,0:04:41
id0828789,1,1/5/2016,6:23,1/5/2016,6:33,1,-73.95187378,40.77370071,-73.97940826,40.75851059,N,0:09:36
id3280500,2,1/5/2016,11:42,1/5/2016,11:50,1,-73.94795227,40.7748909,-73.96305847,40.76948166,N,0:07:42
id0253088,2,1/6/2016,19:26,1/6/2016,19:34,1,-73.96964264,40.79779053,-73.95320892,40.78680038,N,0:08:14
id1255075,2,1/2/2016,9:10,1/2/2016,9:22,1,-74.00399017,40.70779037,-73.99140167,40.74998856,N,0:12:18
id1761624,2,1/2/2016,9:08,1/2/2016,9:15,5,-73.94622803,40.77716827,-73.97003937,40.7621994,N,0:07:33
id0442962,1,1/2/2016,23:20,1/2/2016,23:38,1,-73.95085144,40.78347015,-73.99052429,40.75080872,N,0:18:02
id0585565,1,1/1/2016,2:01,1/1/2016,2:08,2,-73.99477386,40.76603699,-73.99575043,40.75485611,N,0:06:32
id2095107,2,1/4/2016,23:51,1/5/2016,0:00,1,-73.98123932,40.76504135,-73.99349213,40.7324295,N,0:09:11
id0609592,2,1/3/2016,12:07,1/3/2016,12:15,1,-73.95983124,40.77368546,-73.97529602,40.75276566,N,0:07:55
id3568538,2,1/2/2016,11:03,1/2/2016,11:19,1,-73.9790802,40.72372818,-73.98916626,40.75276184,N,0:15:47
id1233446,2,1/5/2016,17:09,1/5/2016,17:36,1,-73.87535095,40.77371597,-73.95810699,40.70695114,N,0:26:06
id2979013,2,1/3/2016,6:45,1/3/2016,7:00,2,-73.96803284,40.80229568,-73.9910965,40.75056839,N,0:15:38
id1371079,2,1/2/2016,1:29,1/2/2016,1:54,3,-73.7767334,40.64528656,-73.99246979,40.68945313,N,0:24:44
id2301055,1,1/7/2016,12:40,1/7/2016,13:03,1,-74.01007843,40.7209816,-73.97821045,40.7861557,N,0:23:16
id3566645,1,1/3/2016,16:29,1/3/2016,16:45,2,-73.98683167,40.71609116,-74.0078125,40.7342186,N,0:15:47
id1635261,1,1/2/2016,15:10,1/2/2016,15:22,1,-73.86364746,40.76982117,-73.93851471,40.80485153,N,0:12:23
id0064577,1,1/4/2016,16:55,1/4/2016,16:59,2,-74.00265503,40.74479294,-74.00800323,40.73970413,N,0:03:40
id2688168,2,1/1/2016,3:27,1/1/2016,3:42,1,-74.00434113,40.73806,-74.01458740000002,40.70975876,N,0:14:58
id2500905,1,1/2/2016,19:12,1/2/2016,19:26,2,-73.97399902,40.76424789,-73.98477173,40.75898361,N,0:14:01
id0635143,2,1/1/2016,13:40,1/1/2016,13:46,4,-73.99713135,40.76211166,-73.99034882,40.75123215,N,0:05:13
id3566718,2,1/4/2016,21:02,1/4/2016,21:13,5,-73.97758484,40.76045227,-73.95482635,40.77578354,N,0:10:32
id1131918,2,1/7/2016,9:26,1/7/2016,9:58,2,-73.9628067,40.77267075,-73.99472046,40.72348022,N,0:32:53
id3311039,1,1/7/2016,13:50,1/7/2016,14:04,1,-73.99459839,40.73185349,-73.97830963,40.75137329,N,0:13:22
id0994137,2,1/4/2016,18:27,1/4/2016,18:32,1,-73.99054718,40.76990891,-73.9931488,40.75738144,N,0:04:43
id2857003,2,1/1/2016,0:44,1/1/2016,0:49,1,-73.991539,40.75006104,-73.99799347,40.73955154,N,0:05:13
id1644661,2,1/5/2016,17:37,1/5/2016,17:44,5,-73.99131775,40.73922348,-73.98191071,40.74060822,N,0:07:35
id1912416,2,1/6/2016,21:07,1/6/2016,21:13,1,-73.96923828,40.76965332,-73.95726013,40.77848053,N,0:05:30
id3762593,1,1/4/2016,12:24,1/4/2016,13:01,0,-73.81522369,40.70008087,-73.95069885,40.75522232,N,0:37:31
id1125068,2,1/6/2016,10:03,1/6/2016,10:14,1,-73.95768738,40.77965927,-73.97316742,40.7640419,N,0:11:47
id1058256,2,1/7/2016,9:45,1/7/2016,10:04,2,-73.98388672,40.76002884,-73.95587921,40.78489685,N,0:19:00
id2968661,2,1/4/2016,18:36,1/4/2016,18:37,1,-73.99829865,40.74042892,-74.00088501,40.73704529,N,0:01:22
id2774754,1,1/4/2016,15:36,1/4/2016,15:47,3,-73.98694611,40.77179718,-73.97580719,40.79050827,N,0:10:44
id3530480,1,1/5/2016,21:09,1/5/2016,21:20,1,-73.95722198,40.7661972,-73.97898865,40.76190186,N,0:10:52
id1746629,1,1/6/2016,8:19,1/6/2016,8:28,3,-73.97259521,40.79083252,-73.9662323,40.80737686,N,0:09:36
id2204573,2,1/7/2016,20:01,1/7/2016,20:22,6,-73.9797287,40.76433182,-73.99851227,40.72480011,N,0:20:43
id1274883,1,1/5/2016,4:26,1/5/2016,4:45,1,-73.99085999,40.76079178,-73.94494629,40.7077713,N,0:19:01
id3294362,1,1/7/2016,10:35,1/7/2016,10:46,1,-73.98497772,40.73641586,-73.97188568,40.75427628,N,0:11:44
id2067164,2,1/2/2016,1:46,1/2/2016,1:56,1,-73.99945068,40.7284584,-73.9931488,40.75249863,N,0:09:20
id0669834,2,1/3/2016,12:51,1/3/2016,12:57,5,-73.94777679,40.79021835,-73.95539093,40.77987671,N,0:06:29
id0790549,1,1/5/2016,9:00,1/5/2016,9:06,1,-73.95310211,40.82274246,-73.9672699,40.80709457,N,0:05:21
id2232118,2,1/5/2016,18:20,1/5/2016,18:50,2,-73.96981049,40.76533127,-73.99819183,40.73709869,N,0:29:26
id1697591,2,1/3/2016,0:53,1/3/2016,0:57,1,-73.92967224,40.75661469,-73.92478943,40.76172256,N,0:03:32
id2525194,1,1/2/2016,17:31,1/2/2016,17:47,1,-73.99411774,40.75107574,-73.97290802,40.78700638,N,0:15:34
id1399068,2,1/5/2016,20:01,1/5/2016,20:12,1,-73.98195648,40.76684189,-73.9930191,40.74317169,N,0:11:22
id0449482,2,1/1/2016,12:32,1/1/2016,12:44,2,-73.98813629,40.77489471,-73.99287415,40.73720169,N,0:11:58
id1213112,2,1/4/2016,14:41,1/4/2016,14:48,1,-73.97779083,40.73424149,-73.98636627,40.73048019,N,0:07:13
id0573479,1,1/7/2016,14:42,1/7/2016,15:07,1,-73.98086548,40.74782181,-73.96598816,40.80067825,N,0:25:39
id1829752,2,1/1/2016,6:43,1/1/2016,6:53,2,-73.99558258,40.74420166,-73.97913361,40.76599884,N,0:09:55
id2749032,2,1/4/2016,0:03,1/4/2016,0:24,1,-73.95529938,40.77363586,-74.00643921,40.73646545,N,0:21:08
id3027822,1,1/6/2016,11:24,1/6/2016,11:30,1,-73.98799896,40.71868515,-73.98324585,40.73077393,N,0:06:03
id1643799,2,1/1/2016,19:35,1/1/2016,19:54,1,-73.98683929,40.72106171,-73.98921967,40.74959946,N,0:19:04
id2541917,1,1/5/2016,18:05,1/5/2016,18:20,1,-73.98132324,40.73317719,-74.00359344,40.74763489,N,0:14:45
id3183419,1,1/4/2016,5:58,1/4/2016,6:16,1,-73.77664185,40.64527512,-73.70236969,40.65141296,N,0:17:15
id3274952,2,1/3/2016,14:00,1/3/2016,14:11,2,-74.0033493,40.73178101,-73.98394775,40.76168823,N,0:10:21
id0370924,2,1/7/2016,16:00,1/7/2016,16:05,4,-73.97306824,40.78699112,-73.97441864,40.79322052,N,0:05:27
id2062867,1,1/3/2016,0:17,1/3/2016,0:37,2,-73.9929657,40.75294495,-73.95677185,40.7476387,N,0:19:22
id0589838,1,1/6/2016,18:08,1/6/2016,18:33,1,-73.98196411,40.7433815,-73.97728729,40.78113174,N,0:25:32
id1729741,1,1/2/2016,20:10,1/2/2016,20:20,1,-73.97954559,40.72748184,-73.99528503,40.73979187,N,0:10:03
id1583409,1,1/6/2016,10:44,1/6/2016,11:28,1,-73.79470062,40.64483261,-73.98402405,40.75218582,N,0:44:24
id0335629,1,1/5/2016,21:56,1/5/2016,22:23,2,-74.00873566,40.71931839,-73.94831085,40.77650833,N,0:26:49
